well_id,year,analyte,value,unit,remark
W043,1982,specific_conductance_us_cm,115.92596,uS/cm,measured
W043,1984,nitrate_n_mg_l,0.04538,mg/L as N,less_than_detection
W043,1984,ammonium_n_mg_l,0.0111,mg/L as N,measured
W043,1984,chloride_mg_l,16.46734,mg/L,measured
W043,1984,specific_conductance_us_cm,124.36482,uS/cm,measured
W043,1986,nitrate_n_mg_l,0.10102,mg/L as N,measured
W043,1986,chloride_mg_l,17.96736,mg/L,measured
W043,1986,specific_conductance_us_cm,123.65794,uS/cm,measured
W043,1988,nitrate_n_mg_l,0.12549,mg/L as N,measured
W043,1988,ammonium_n_mg_l,0.0,mg/L as N,measured
W043,1988,chloride_mg_l,9.53364,mg/L,less_than_detection
W043,1988,specific_conductance_us_cm,144.0941,uS/cm,measured
W043,1990,nitrate_n_mg_l,0.18395,mg/L as N,measured
W043,1990,ammonium_n_mg_l,0.04553,mg/L as N,measured
W043,1990,chloride_mg_l,17.16637,mg/L,measured
W043,1990,specific_conductance_us_cm,140.7458,uS/cm,measured
W043,1992,nitrate_n_mg_l,0.16052,mg/L as N,measured
W043,1992,ammonium_n_mg_l,0.01562,mg/L as N,less_than_detection
W043,1992,chloride_mg_l,20.12428,mg/L,measured
W043,1992,specific_conductance_us_cm,117.14407,uS/cm,measured
W043,1994,nitrate_n_mg_l,0.09956,mg/L as N,measured
W043,1994,ammonium_n_mg_l,0.0,mg/L as N,measured
W043,1994,chloride_mg_l,18.47329,mg/L,measured
W043,1994,specific_conductance_us_cm,153.12615,uS/cm,measured
W043,1996,nitrate_n_mg_l,0.0679,mg/L as N,measured
W043,1996,ammonium_n_mg_l,0.065,mg/L as N,measured
W043,1996,chloride_mg_l,19.35873,mg/L,measured
W043,1998,nitrate_n_mg_l,0.01173,mg/L as N,measured
W043,1998,ammonium_n_mg_l,0.06757,mg/L as N,measured
W043,1998,chloride_mg_l,9.82066,mg/L,less_than_detection
W043,1998,specific_conductance_us_cm,70.85679,uS/cm,less_than_detection
W043,2000,nitrate_n_mg_l,0.0754,mg/L as N,less_than_detection
W043,2000,ammonium_n_mg_l,0.07077,mg/L as N,measured
W043,2000,chloride_mg_l,19.254,mg/L,measured
W043,2000,specific_conductance_us_cm,70.76495,uS/cm,less_than_detection
W043,2002,nitrate_n_mg_l,0.15178,mg/L as N,measured
W043,2002,ammonium_n_mg_l,0.04445,mg/L as N,measured
W043,2002,chloride_mg_l,18.36277,mg/L,measured
W043,2004,nitrate_n_mg_l,0.08454,mg/L as N,measured
W043,2004,ammonium_n_mg_l,0.05284,mg/L as N,measured
W043,2004,chloride_mg_l,19.96806,mg/L,measured
W043,2004,specific_conductance_us_cm,132.89399,uS/cm,measured
W043,2006,nitrate_n_mg_l,0.12939,mg/L as N,measured
W043,2006,ammonium_n_mg_l,0.0,mg/L as N,measured
W043,2006,chloride_mg_l,17.54944,mg/L,measured
W043,2006,specific_conductance_us_cm,138.10715,uS/cm,measured
W043,2008,nitrate_n_mg_l,0.04072,mg/L as N,measured
W043,2008,ammonium_n_mg_l,0.0,mg/L as N,measured
W043,2008,chloride_mg_l,17.97389,mg/L,measured
W043,2008,specific_conductance_us_cm,142.23536,uS/cm,measured
W043,2010,nitrate_n_mg_l,0.11661,mg/L as N,measured
W043,2010,ammonium_n_mg_l,0.06809,mg/L as N,measured
W043,2010,chloride_mg_l,13.45988,mg/L,measured
W043,2010,specific_conductance_us_cm,127.74417,uS/cm,measured
W044,2010,nitrate_n_mg_l,5.60777,mg/L as N,measured
W044,2010,ammonium_n_mg_l,0.36132,mg/L as N,measured
W044,2010,chloride_mg_l,137.49968,mg/L,measured
W044,2010,specific_conductance_us_cm,1033.83677,uS/cm,measured
W044,2012,nitrate_n_mg_l,5.73942,mg/L as N,measured
W044,2012,ammonium_n_mg_l,0.4191,mg/L as N,measured
W044,2012,chloride_mg_l,186.11722,mg/L,measured
W044,2012,specific_conductance_us_cm,1196.06328,uS/cm,measured
W044,2014,nitrate_n_mg_l,8.91988,mg/L as N,measured
W044,2014,ammonium_n_mg_l,0.54599,mg/L as N,measured
W044,2014,chloride_mg_l,188.66189,mg/L,measured
W044,2014,specific_conductance_us_cm,1288.19543,uS/cm,measured
W044,2016,nitrate_n_mg_l,9.01309,mg/L as N,measured
W044,2016,ammonium_n_mg_l,0.66185,mg/L as N,measured
W044,2016,chloride_mg_l,183.41156,mg/L,measured
W044,2016,specific_conductance_us_cm,1201.52524,uS/cm,measured
W044,2018,nitrate_n_mg_l,11.91645,mg/L as N,measured
W044,2018,chloride_mg_l,197.33027,mg/L,measured
W044,2018,specific_conductance_us_cm,1436.71852,uS/cm,measured
W045,1978,nitrate_n_mg_l,0.16289,mg/L as N,measured
W045,1978,ammonium_n_mg_l,0.02025,mg/L as N,measured
W045,1978,chloride_mg_l,17.89054,mg/L,measured
W045,1978,specific_conductance_us_cm,132.04776,uS/cm,measured
W045,1980,nitrate_n_mg_l,0.22482,mg/L as N,measured
W045,1980,ammonium_n_mg_l,0.06763,mg/L as N,measured
W045,1980,chloride_mg_l,18.45275,mg/L,measured
W045,1980,specific_conductance_us_cm,150.39774,uS/cm,measured
W045,1982,nitrate_n_mg_l,0.21215,mg/L as N,measured
W045,1982,ammonium_n_mg_l,0.07524,mg/L as N,measured
W045,1982,chloride_mg_l,9.56085,mg/L,less_than_detection
W045,1982,specific_conductance_us_cm,131.06862,uS/cm,measured
W045,1984,nitrate_n_mg_l,0.30576,mg/L as N,measured
W045,1984,ammonium_n_mg_l,0.11173,mg/L as N,measured
W045,1984,chloride_mg_l,18.90773,mg/L,measured
W045,1984,specific_conductance_us_cm,149.82272,uS/cm,measured
W045,1986,nitrate_n_mg_l,0.45796,mg/L as N,measured
W045,1986,ammonium_n_mg_l,0.10402,mg/L as N,measured
W045,1986,chloride_mg_l,20.5539,mg/L,measured
W045,1986,specific_conductance_us_cm,179.5591,uS/cm,measured
W045,1988,nitrate_n_mg_l,0.48905,mg/L as N,measured
W045,1988,ammonium_n_mg_l,0.12296,mg/L as N,measured
W045,1988,specific_conductance_us_cm,139.19382,uS/cm,measured
W045,1990,nitrate_n_mg_l,0.58153,mg/L as N,measured
W045,1990,ammonium_n_mg_l,0.14193,mg/L as N,measured
W045,1990,chloride_mg_l,22.67876,mg/L,measured
W045,1990,specific_conductance_us_cm,157.02422,uS/cm,measured
W045,1992,ammonium_n_mg_l,0.21011,mg/L as N,measured
W045,1992,chloride_mg_l,23.49854,mg/L,measured
W045,1992,specific_conductance_us_cm,187.66112,uS/cm,measured
W045,1994,nitrate_n_mg_l,0.76699,mg/L as N,measured
W045,1994,ammonium_n_mg_l,0.23697,mg/L as N,measured
W045,1994,chloride_mg_l,27.78688,mg/L,measured
W045,1994,specific_conductance_us_cm,215.53321,uS/cm,measured
W045,1996,nitrate_n_mg_l,0.95956,mg/L as N,measured
W045,1996,ammonium_n_mg_l,0.23155,mg/L as N,measured
W045,1996,chloride_mg_l,34.7561,mg/L,measured
W045,1996,specific_conductance_us_cm,284.73476,uS/cm,measured
W045,1998,nitrate_n_mg_l,1.45946,mg/L as N,measured
W045,1998,ammonium_n_mg_l,0.20671,mg/L as N,measured
W045,1998,chloride_mg_l,49.92852,mg/L,measured
W045,1998,specific_conductance_us_cm,413.92468,uS/cm,measured
W045,2000,nitrate_n_mg_l,2.15499,mg/L as N,measured
W045,2000,ammonium_n_mg_l,0.20033,mg/L as N,measured
W045,2000,chloride_mg_l,82.65918,mg/L,measured
W045,2000,specific_conductance_us_cm,525.81221,uS/cm,measured
W045,2002,nitrate_n_mg_l,3.3769,mg/L as N,measured
W045,2002,ammonium_n_mg_l,0.29103,mg/L as N,measured
W045,2002,chloride_mg_l,108.06545,mg/L,measured
W045,2002,specific_conductance_us_cm,958.38335,uS/cm,measured
W045,2004,nitrate_n_mg_l,5.09634,mg/L as N,measured
W045,2004,ammonium_n_mg_l,0.44983,mg/L as N,measured
W045,2004,chloride_mg_l,144.74411,mg/L,measured
W045,2004,specific_conductance_us_cm,1146.84474,uS/cm,measured
W045,2006,nitrate_n_mg_l,6.91188,mg/L as N,measured
W045,2006,ammonium_n_mg_l,0.50978,mg/L as N,measured
W045,2006,chloride_mg_l,191.30955,mg/L,measured
W045,2006,specific_conductance_us_cm,1289.40522,uS/cm,measured
W045,2008,nitrate_n_mg_l,8.15581,mg/L as N,measured
W045,2008,ammonium_n_mg_l,0.6209,mg/L as N,measured
W045,2008,chloride_mg_l,192.25881,mg/L,measured
W045,2008,specific_conductance_us_cm,1444.94565,uS/cm,measured
W046,2010,nitrate_n_mg_l,6.14679,mg/L as N,measured
W046,2010,ammonium_n_mg_l,0.39698,mg/L as N,measured
W046,2010,chloride_mg_l,150.54013,mg/L,measured
W046,2010,specific_conductance_us_cm,947.94657,uS/cm,measured
W046,2012,nitrate_n_mg_l,6.09242,mg/L as N,measured
W046,2012,ammonium_n_mg_l,0.46755,mg/L as N,measured
W046,2012,chloride_mg_l,140.51248,mg/L,measured
W046,2012,specific_conductance_us_cm,882.81323,uS/cm,measured
W046,2014,nitrate_n_mg_l,7.94165,mg/L as N,measured
W046,2014,ammonium_n_mg_l,0.63514,mg/L as N,measured
W046,2014,chloride_mg_l,132.76697,mg/L,measured
W046,2014,specific_conductance_us_cm,1195.12254,uS/cm,measured
W046,2016,nitrate_n_mg_l,8.31989,mg/L as N,measured
W046,2016,ammonium_n_mg_l,0.75193,mg/L as N,measured
W046,2016,chloride_mg_l,164.19549,mg/L,measured
W046,2016,specific_conductance_us_cm,1010.41457,uS/cm,measured
W046,2018,nitrate_n_mg_l,8.84759,mg/L as N,measured
W046,2018,ammonium_n_mg_l,0.92192,mg/L as N,measured
W046,2018,chloride_mg_l,106.45223,mg/L,measured
W046,2018,specific_conductance_us_cm,687.81873,uS/cm,measured
W047,1978,nitrate_n_mg_l,0.2716,mg/L as N,measured
W047,1978,ammonium_n_mg_l,0.08927,mg/L as N,measured
W047,1978,specific_conductance_us_cm,143.37079,uS/cm,measured
W047,1980,nitrate_n_mg_l,0.61281,mg/L as N,measured
W047,1980,ammonium_n_mg_l,0.13379,mg/L as N,measured
W047,1980,chloride_mg_l,25.25291,mg/L,measured
W047,1980,specific_conductance_us_cm,164.93402,uS/cm,measured
W047,1982,nitrate_n_mg_l,1.77696,mg/L as N,measured
W047,1982,ammonium_n_mg_l,0.43941,mg/L as N,measured
W047,1982,chloride_mg_l,43.65273,mg/L,measured
W047,1982,specific_conductance_us_cm,273.28408,uS/cm,measured
W047,1984,ammonium_n_mg_l,0.86172,mg/L as N,measured
W047,1984,chloride_mg_l,64.2505,mg/L,measured
W047,1984,specific_conductance_us_cm,517.60858,uS/cm,measured
W047,1986,nitrate_n_mg_l,8.64234,mg/L as N,measured
W047,1986,ammonium_n_mg_l,1.55168,mg/L as N,measured
W047,1986,chloride_mg_l,116.32577,mg/L,measured
W047,1986,specific_conductance_us_cm,1005.80954,uS/cm,measured
W047,1988,nitrate_n_mg_l,12.79888,mg/L as N,measured
W047,1988,ammonium_n_mg_l,2.63106,mg/L as N,measured
W047,1988,chloride_mg_l,163.11019,mg/L,measured
W047,1988,specific_conductance_us_cm,961.78999,uS/cm,measured
W047,1990,nitrate_n_mg_l,15.97993,mg/L as N,measured
W047,1990,ammonium_n_mg_l,3.66484,mg/L as N,measured
W047,1990,chloride_mg_l,138.3013,mg/L,measured
W047,1990,specific_conductance_us_cm,914.89758,uS/cm,measured
W047,1992,nitrate_n_mg_l,13.08937,mg/L as N,measured
W047,1992,ammonium_n_mg_l,5.19717,mg/L as N,measured
W047,1992,chloride_mg_l,138.08543,mg/L,measured
W047,1992,specific_conductance_us_cm,868.08814,uS/cm,measured
W047,1994,nitrate_n_mg_l,14.75722,mg/L as N,measured
W047,1994,ammonium_n_mg_l,5.17803,mg/L as N,measured
W047,1994,chloride_mg_l,115.86327,mg/L,measured
W047,1994,specific_conductance_us_cm,726.51601,uS/cm,measured
W047,1996,ammonium_n_mg_l,3.45384,mg/L as N,measured
W047,1996,chloride_mg_l,90.11104,mg/L,measured
W047,1996,specific_conductance_us_cm,563.09103,uS/cm,measured
W047,1998,nitrate_n_mg_l,12.44985,mg/L as N,measured
W047,1998,ammonium_n_mg_l,3.35901,mg/L as N,measured
W047,1998,specific_conductance_us_cm,476.73211,uS/cm,measured
W047,2000,nitrate_n_mg_l,11.5177,mg/L as N,measured
W047,2000,ammonium_n_mg_l,3.1476,mg/L as N,measured
W047,2000,chloride_mg_l,77.29194,mg/L,measured
W047,2000,specific_conductance_us_cm,387.39549,uS/cm,measured
W047,2002,nitrate_n_mg_l,8.73869,mg/L as N,measured
W047,2002,ammonium_n_mg_l,2.60514,mg/L as N,measured
W047,2002,chloride_mg_l,66.93051,mg/L,measured
W047,2002,specific_conductance_us_cm,432.36769,uS/cm,measured
W047,2004,nitrate_n_mg_l,7.61266,mg/L as N,measured
W047,2004,ammonium_n_mg_l,2.27284,mg/L as N,measured
W047,2004,chloride_mg_l,56.00238,mg/L,measured
W047,2004,specific_conductance_us_cm,258.21052,uS/cm,measured
W047,2006,nitrate_n_mg_l,6.16726,mg/L as N,measured
W047,2006,ammonium_n_mg_l,2.07465,mg/L as N,measured
W047,2006,chloride_mg_l,40.29823,mg/L,measured
W047,2006,specific_conductance_us_cm,257.6982,uS/cm,measured
W047,2008,nitrate_n_mg_l,4.79621,mg/L as N,measured
W047,2008,ammonium_n_mg_l,1.64684,mg/L as N,measured
W047,2008,chloride_mg_l,34.9024,mg/L,measured
W047,2008,specific_conductance_us_cm,233.04142,uS/cm,measured
W048,1978,nitrate_n_mg_l,0.17614,mg/L as N,measured
W048,1978,ammonium_n_mg_l,0.02288,mg/L as N,less_than_detection
W048,1978,chloride_mg_l,22.52016,mg/L,measured
W048,1978,specific_conductance_us_cm,68.37853,uS/cm,less_than_detection
W048,1980,nitrate_n_mg_l,0.24445,mg/L as N,measured
W048,1980,ammonium_n_mg_l,0.03295,mg/L as N,measured
W048,1980,chloride_mg_l,19.30824,mg/L,measured
W048,1980,specific_conductance_us_cm,151.47738,uS/cm,measured
W048,1982,nitrate_n_mg_l,0.32993,mg/L as N,measured
W048,1982,ammonium_n_mg_l,0.08302,mg/L as N,measured
W048,1982,specific_conductance_us_cm,149.85836,uS/cm,measured
W048,1984,nitrate_n_mg_l,0.43166,mg/L as N,measured
W048,1984,ammonium_n_mg_l,0.15746,mg/L as N,measured
W048,1984,chloride_mg_l,22.46483,mg/L,measured
W048,1984,specific_conductance_us_cm,149.87633,uS/cm,measured
W048,1986,nitrate_n_mg_l,0.6781,mg/L as N,measured
W048,1986,ammonium_n_mg_l,0.23149,mg/L as N,measured
W048,1986,chloride_mg_l,23.78814,mg/L,measured
W048,1986,specific_conductance_us_cm,165.1194,uS/cm,measured
W048,1988,nitrate_n_mg_l,0.9578,mg/L as N,measured
W048,1988,ammonium_n_mg_l,0.20571,mg/L as N,measured
W048,1988,chloride_mg_l,29.25006,mg/L,measured
W048,1988,specific_conductance_us_cm,218.53979,uS/cm,measured
W048,1990,nitrate_n_mg_l,1.3501,mg/L as N,measured
W048,1990,ammonium_n_mg_l,0.27602,mg/L as N,measured
W048,1990,chloride_mg_l,33.01059,mg/L,measured
W048,1990,specific_conductance_us_cm,220.55697,uS/cm,measured
W048,1992,nitrate_n_mg_l,1.48416,mg/L as N,measured
W048,1992,ammonium_n_mg_l,0.25856,mg/L as N,measured
W048,1992,chloride_mg_l,37.89015,mg/L,measured
W048,1992,specific_conductance_us_cm,244.78947,uS/cm,measured
W048,1994,nitrate_n_mg_l,2.13439,mg/L as N,measured
W048,1994,ammonium_n_mg_l,0.31502,mg/L as N,measured
W048,1994,chloride_mg_l,52.92931,mg/L,measured
W048,1994,specific_conductance_us_cm,356.90838,uS/cm,measured
W048,1996,ammonium_n_mg_l,0.44253,mg/L as N,measured
W048,1996,chloride_mg_l,84.99551,mg/L,measured
W048,1998,nitrate_n_mg_l,4.26648,mg/L as N,measured
W048,1998,ammonium_n_mg_l,0.48065,mg/L as N,measured
W048,1998,chloride_mg_l,98.1184,mg/L,measured
W048,1998,specific_conductance_us_cm,606.74292,uS/cm,measured
W048,2000,nitrate_n_mg_l,6.20074,mg/L as N,measured
W048,2000,ammonium_n_mg_l,0.75595,mg/L as N,measured
W048,2000,chloride_mg_l,139.19918,mg/L,measured
W048,2000,specific_conductance_us_cm,800.62511,uS/cm,measured
W048,2002,nitrate_n_mg_l,6.98608,mg/L as N,measured
W048,2002,ammonium_n_mg_l,0.75283,mg/L as N,measured
W048,2002,chloride_mg_l,133.98922,mg/L,measured
W048,2002,specific_conductance_us_cm,1068.78301,uS/cm,measured
W048,2004,nitrate_n_mg_l,8.73854,mg/L as N,measured
W048,2004,ammonium_n_mg_l,0.98772,mg/L as N,measured
W048,2004,chloride_mg_l,174.80071,mg/L,measured
W048,2004,specific_conductance_us_cm,1037.77514,uS/cm,measured
W048,2006,nitrate_n_mg_l,9.30707,mg/L as N,measured
W048,2006,ammonium_n_mg_l,1.16058,mg/L as N,measured
W048,2006,chloride_mg_l,113.57065,mg/L,measured
W048,2006,specific_conductance_us_cm,937.68629,uS/cm,measured
W048,2008,nitrate_n_mg_l,11.49267,mg/L as N,measured
W048,2008,ammonium_n_mg_l,1.18914,mg/L as N,measured
W048,2008,chloride_mg_l,108.69101,mg/L,measured
W048,2008,specific_conductance_us_cm,698.79382,uS/cm,measured
W048,2012,nitrate_n_mg_l,10.35245,mg/L as N,measured
W048,2012,ammonium_n_mg_l,1.43183,mg/L as N,measured
W048,2012,chloride_mg_l,85.78545,mg/L,measured
W048,2012,specific_conductance_us_cm,524.3102,uS/cm,measured
W049,2010,nitrate_n_mg_l,1.49998,mg/L as N,measured
W049,2010,ammonium_n_mg_l,0.68394,mg/L as N,measured
W049,2010,chloride_mg_l,21.22773,mg/L,measured
W049,2012,nitrate_n_mg_l,1.1856,mg/L as N,measured
W049,2012,ammonium_n_mg_l,0.70122,mg/L as N,measured
W049,2012,chloride_mg_l,23.3009,mg/L,measured
W049,2014,nitrate_n_mg_l,1.25956,mg/L as N,measured
W049,2014,ammonium_n_mg_l,0.19234,mg/L as N,measured
W049,2014,chloride_mg_l,24.28296,mg/L,measured
W049,2014,specific_conductance_us_cm,172.15388,uS/cm,measured
W049,2016,nitrate_n_mg_l,1.09758,mg/L as N,measured
W049,2016,ammonium_n_mg_l,0.2081,mg/L as N,measured
W049,2016,chloride_mg_l,10.78716,mg/L,less_than_detection
W049,2016,specific_conductance_us_cm,136.86477,uS/cm,measured
W049,2018,nitrate_n_mg_l,0.94903,mg/L as N,measured
W049,2018,ammonium_n_mg_l,0.27494,mg/L as N,measured
W049,2018,chloride_mg_l,11.56749,mg/L,less_than_detection
W049,2018,specific_conductance_us_cm,161.32398,uS/cm,measured
W050,1978,nitrate_n_mg_l,0.45311,mg/L as N,measured
W050,1978,ammonium_n_mg_l,0.09509,mg/L as N,measured
W050,1978,chloride_mg_l,20.82257,mg/L,measured
W050,1978,specific_conductance_us_cm,155.67051,uS/cm,measured
W050,1980,nitrate_n_mg_l,0.83122,mg/L as N,measured
W050,1980,ammonium_n_mg_l,0.15833,mg/L as N,measured
W050,1980,specific_conductance_us_cm,175.33419,uS/cm,measured
W050,1982,nitrate_n_mg_l,1.45151,mg/L as N,measured
W050,1982,ammonium_n_mg_l,0.4026,mg/L as N,measured
W050,1982,chloride_mg_l,16.11302,mg/L,measured
W050,1982,specific_conductance_us_cm,145.11431,uS/cm,measured
W050,1984,nitrate_n_mg_l,0.10068,mg/L as N,measured
W050,1984,ammonium_n_mg_l,0.63402,mg/L as N,measured
W050,1984,chloride_mg_l,8.48791,mg/L,less_than_detection
W050,1984,specific_conductance_us_cm,131.79302,uS/cm,measured
W050,1986,ammonium_n_mg_l,0.01199,mg/L as N,less_than_detection
W050,1986,chloride_mg_l,19.4174,mg/L,measured
W050,1986,specific_conductance_us_cm,124.52177,uS/cm,measured
W050,1988,nitrate_n_mg_l,0.05077,mg/L as N,less_than_detection
W050,1988,ammonium_n_mg_l,0.00627,mg/L as N,less_than_detection
W050,1988,chloride_mg_l,17.28104,mg/L,measured
W050,1988,specific_conductance_us_cm,67.38058,uS/cm,less_than_detection
W050,1990,nitrate_n_mg_l,0.08706,mg/L as N,measured
W050,1990,ammonium_n_mg_l,0.0,mg/L as N,measured
W050,1990,chloride_mg_l,8.89205,mg/L,less_than_detection
W050,1990,specific_conductance_us_cm,124.91943,uS/cm,measured
W050,1992,nitrate_n_mg_l,0.09542,mg/L as N,measured
W050,1992,ammonium_n_mg_l,0.07731,mg/L as N,measured
W050,1992,chloride_mg_l,17.49115,mg/L,measured
W050,1992,specific_conductance_us_cm,158.02934,uS/cm,measured
W050,1994,nitrate_n_mg_l,0.0427,mg/L as N,less_than_detection
W050,1994,ammonium_n_mg_l,0.04728,mg/L as N,measured
W050,1994,chloride_mg_l,18.92653,mg/L,measured
W050,1994,specific_conductance_us_cm,132.8164,uS/cm,measured
W050,1996,nitrate_n_mg_l,0.15638,mg/L as N,measured
W050,1996,ammonium_n_mg_l,0.04755,mg/L as N,measured
W050,1996,chloride_mg_l,20.46288,mg/L,measured
W050,1996,specific_conductance_us_cm,146.37172,uS/cm,measured
W050,1998,nitrate_n_mg_l,0.07655,mg/L as N,less_than_detection
W050,1998,ammonium_n_mg_l,0.02344,mg/L as N,less_than_detection
W050,1998,chloride_mg_l,16.44621,mg/L,measured
W050,1998,specific_conductance_us_cm,143.33895,uS/cm,measured
W050,2000,nitrate_n_mg_l,0.01538,mg/L as N,measured
W050,2000,ammonium_n_mg_l,0.0,mg/L as N,measured
W050,2000,chloride_mg_l,9.65264,mg/L,less_than_detection
W050,2002,nitrate_n_mg_l,0.14181,mg/L as N,measured
W050,2002,ammonium_n_mg_l,0.0973,mg/L as N,measured
W050,2002,chloride_mg_l,8.51105,mg/L,less_than_detection
W050,2002,specific_conductance_us_cm,132.60919,uS/cm,measured
W050,2004,nitrate_n_mg_l,0.0557,mg/L as N,less_than_detection
W050,2004,ammonium_n_mg_l,0.07216,mg/L as N,measured
W050,2004,chloride_mg_l,17.28298,mg/L,measured
W050,2004,specific_conductance_us_cm,157.424,uS/cm,measured
W050,2006,nitrate_n_mg_l,0.05993,mg/L as N,less_than_detection
W050,2006,ammonium_n_mg_l,0.0,mg/L as N,measured
W050,2006,chloride_mg_l,19.07793,mg/L,measured
W050,2006,specific_conductance_us_cm,124.95862,uS/cm,measured
W050,2008,nitrate_n_mg_l,0.132,mg/L as N,measured
W050,2008,ammonium_n_mg_l,0.07008,mg/L as N,measured
W050,2008,chloride_mg_l,15.68454,mg/L,measured
W050,2008,specific_conductance_us_cm,143.35798,uS/cm,measured
W050,2012,ammonium_n_mg_l,0.0,mg/L as N,measured
W050,2012,chloride_mg_l,9.63656,mg/L,less_than_detection
W050,2012,specific_conductance_us_cm,126.24042,uS/cm,measured
W051,2010,nitrate_n_mg_l,15.2717,mg/L as N,measured
W051,2010,ammonium_n_mg_l,1.79963,mg/L as N,measured
W051,2010,chloride_mg_l,133.34477,mg/L,measured
W051,2010,specific_conductance_us_cm,950.43761,uS/cm,measured
W051,2012,nitrate_n_mg_l,14.72796,mg/L as N,measured
W051,2012,ammonium_n_mg_l,2.23204,mg/L as N,measured
W051,2012,chloride_mg_l,142.08244,mg/L,measured
W051,2012,specific_conductance_us_cm,782.16898,uS/cm,measured
W051,2014,nitrate_n_mg_l,10.51345,mg/L as N,measured
W051,2014,ammonium_n_mg_l,1.86834,mg/L as N,measured
W051,2014,chloride_mg_l,112.80673,mg/L,measured
W051,2014,specific_conductance_us_cm,746.62799,uS/cm,measured
W051,2016,nitrate_n_mg_l,9.40942,mg/L as N,measured
W051,2016,ammonium_n_mg_l,1.93558,mg/L as N,measured
W051,2016,chloride_mg_l,115.79318,mg/L,measured
W051,2016,specific_conductance_us_cm,596.91187,uS/cm,measured
W051,2018,nitrate_n_mg_l,10.99517,mg/L as N,measured
W051,2018,ammonium_n_mg_l,1.96574,mg/L as N,measured
W051,2018,chloride_mg_l,104.07119,mg/L,measured
W051,2018,specific_conductance_us_cm,530.75731,uS/cm,measured
W052,1978,nitrate_n_mg_l,0.2134,mg/L as N,measured
W052,1978,ammonium_n_mg_l,0.04203,mg/L as N,measured
W052,1978,chloride_mg_l,9.20816,mg/L,less_than_detection
W052,1978,specific_conductance_us_cm,142.00106,uS/cm,measured
W052,1980,nitrate_n_mg_l,0.28938,mg/L as N,measured
W052,1980,ammonium_n_mg_l,0.00814,mg/L as N,measured
W052,1980,chloride_mg_l,10.76168,mg/L,less_than_detection
W052,1980,specific_conductance_us_cm,139.73238,uS/cm,measured
W052,1982,nitrate_n_mg_l,0.3676,mg/L as N,measured
W052,1982,ammonium_n_mg_l,0.09722,mg/L as N,measured
W052,1982,chloride_mg_l,18.34623,mg/L,measured
W052,1982,specific_conductance_us_cm,80.76981,uS/cm,less_than_detection
W052,1984,nitrate_n_mg_l,0.54902,mg/L as N,measured
W052,1984,ammonium_n_mg_l,0.13067,mg/L as N,measured
W052,1984,chloride_mg_l,22.89036,mg/L,measured
W052,1984,specific_conductance_us_cm,173.43933,uS/cm,measured
W052,1986,nitrate_n_mg_l,0.77156,mg/L as N,measured
W052,1986,ammonium_n_mg_l,0.10601,mg/L as N,measured
W052,1986,chloride_mg_l,13.32847,mg/L,less_than_detection
W052,1986,specific_conductance_us_cm,157.72539,uS/cm,measured
W052,1988,nitrate_n_mg_l,1.07628,mg/L as N,measured
W052,1988,ammonium_n_mg_l,0.25406,mg/L as N,measured
W052,1988,chloride_mg_l,28.51519,mg/L,measured
W052,1988,specific_conductance_us_cm,206.70548,uS/cm,measured
W052,1990,nitrate_n_mg_l,1.18796,mg/L as N,measured
W052,1990,ammonium_n_mg_l,0.26094,mg/L as N,measured
W052,1990,chloride_mg_l,38.61565,mg/L,measured
W052,1990,specific_conductance_us_cm,260.19261,uS/cm,measured
W052,1992,nitrate_n_mg_l,2.21353,mg/L as N,measured
W052,1992,ammonium_n_mg_l,0.31447,mg/L as N,measured
W052,1992,chloride_mg_l,58.25284,mg/L,measured
W052,1992,specific_conductance_us_cm,468.55516,uS/cm,measured
W052,1994,nitrate_n_mg_l,3.32728,mg/L as N,measured
W052,1994,ammonium_n_mg_l,0.56619,mg/L as N,measured
W052,1994,chloride_mg_l,88.30365,mg/L,measured
W052,1994,specific_conductance_us_cm,645.47701,uS/cm,measured
W052,1996,nitrate_n_mg_l,4.78755,mg/L as N,measured
W052,1996,ammonium_n_mg_l,0.55643,mg/L as N,measured
W052,1996,chloride_mg_l,124.82549,mg/L,measured
W052,1996,specific_conductance_us_cm,707.61806,uS/cm,measured
W052,1998,nitrate_n_mg_l,7.29189,mg/L as N,measured
W052,1998,ammonium_n_mg_l,0.97235,mg/L as N,measured
W052,1998,chloride_mg_l,158.94877,mg/L,measured
W052,1998,specific_conductance_us_cm,1030.26365,uS/cm,measured
W052,2000,nitrate_n_mg_l,9.68867,mg/L as N,measured
W052,2000,ammonium_n_mg_l,1.21748,mg/L as N,measured
W052,2000,chloride_mg_l,198.28162,mg/L,measured
W052,2000,specific_conductance_us_cm,1244.92484,uS/cm,measured
W052,2002,nitrate_n_mg_l,12.36863,mg/L as N,measured
W052,2002,ammonium_n_mg_l,1.63108,mg/L as N,measured
W052,2002,chloride_mg_l,195.93679,mg/L,measured
W052,2002,specific_conductance_us_cm,1158.90858,uS/cm,measured
W052,2004,nitrate_n_mg_l,13.17459,mg/L as N,measured
W052,2004,ammonium_n_mg_l,1.80472,mg/L as N,measured
W052,2004,chloride_mg_l,192.64854,mg/L,measured
W052,2004,specific_conductance_us_cm,998.80217,uS/cm,measured
W052,2006,nitrate_n_mg_l,16.4065,mg/L as N,measured
